office_country, sales_value ,,,,,
France," £4,037.68 ",,,,,
France," £2,558.40 ",,,,,
France," £2,737.81 ",,,,,
Japan," £5,691.84 ",,,,,
Japan," £5,491.54 ",,,,,
Japan," £4,639.97 ",,,,,
Japan," £1,046.01 ",,,,,
Japan," £1,254.00 ",,,,,
Japan," £3,914.55 ",,,,,
Japan," £4,710.00 ",,,,,
Japan," £6,948.63 ",,,,,
Japan," £2,144.07 ",,,,,
Japan," £1,453.80 ",,,,,
Japan," £2,616.84 ",,,,,
Japan," £2,228.94 ",,,,,
Japan," £3,730.10 ",,,,,
Japan," £4,040.30 ",,,,,
Japan," £1,677.94 ",,,,,
Japan," £3,064.32 ",,,,,
Japan," £2,579.40 ",,,,,
Japan," £1,173.48 ",,,,,
Japan," £4,779.50 ",,,,,
Japan," £3,108.00 ",,,,,
Japan," £3,331.50 ",,,,,
Japan," £1,340.82 ",,,,,
Japan," £5,862.00 ",,,,,
Japan," £4,765.10 ",,,,,
Japan," £3,671.64 ",,,,,
Japan," £2,294.00 ",,,,,
Japan," £5,721.60 ",,,,,
Japan," £3,238.59 ",,,,,
Japan," £3,774.00 ",,,,,
Japan," £1,363.68 ",,,,,
Japan," £3,277.12 ",,,,,
Japan, £615.45 ,,,,,
France," £3,727.72 ",,,,,
France," £7,020.02 ",,,,,
France," £4,554.72 ",,,,,
France," £2,234.40 ",,,,,
France," £2,560.95 ",,,,,
France," £3,868.76 ",,,,,
France," £2,773.80 ",,,,,
France," £6,100.80 ",,,,,
France," £2,733.00 ",,,,,
France," £1,308.93 ",,,,,
France," £2,527.68 ",,,,,
France," £1,778.48 ",,,,,
France," £1,633.03 ",,,,,
France," £3,511.67 ",,,,,
France," £2,831.20 ",,,,,
France," £1,495.60 ",,,,,
France," £5,966.32 ",,,,,
France," £1,561.16 ",,,,,
France," £3,327.22 ",,,,,
France," £2,962.41 ",,,,,
France," £2,641.76 ",,,,,
France," £1,303.56 ",,,,,
France," £2,347.25 ",,,,,
France," £3,475.68 ",,,,,
France," £5,352.30 ",,,,,
France," £3,198.25 ",,,,,
France," £3,640.30 ",,,,,
Australia," £5,679.36 ",,,,,
Australia," £7,332.50 ",,,,,
Australia," £4,046.40 ",,,,,
Australia," £3,344.25 ",,,,,
Australia," £2,954.16 ",,,,,
Australia," £1,627.25 ",,,,,
Australia," £2,443.73 ",,,,,
Australia," £2,415.12 ",,,,,
Australia," £1,827.60 ",,,,,
Australia," £4,581.01 ",,,,,
Australia," £1,191.32 ",,,,,
Australia," £5,606.60 ",,,,,
Australia," £1,876.74 ",,,,,
Australia," £6,229.50 ",,,,,
Australia," £5,197.50 ",,,,,
Australia," £3,752.97 ",,,,,
Australia," £2,963.45 ",,,,,
Australia," £1,051.38 ",,,,,
Australia," £1,451.60 ",,,,,
Australia," £1,132.50 ",,,,,
Australia," £1,132.16 ",,,,,
Australia," £3,770.28 ",,,,,
Australia," £1,866.81 ",,,,,
Australia," £3,374.84 ",,,,,
Australia," £3,349.32 ",,,,,
Australia, £662.90 ,,,,,
Australia," £1,574.23 ",,,,,
Australia," £5,000.50 ",,,,,
Australia," £2,896.40 ",,,,,
UK," £5,279.40 ",,,,,
UK," £1,463.28 ",,,,,
UK," £2,329.14 ",,,,,
UK," £1,280.37 ",,,,,
UK," £1,977.18 ",,,,,
UK," £1,826.44 ",,,,,
UK," £2,030.72 ",,,,,
UK," £1,066.52 ",,,,,
UK," £3,184.02 ",,,,,
UK," £3,046.74 ",,,,,
UK," £2,321.52 ",,,,,
UK," £1,636.80 ",,,,,
UK," £2,887.68 ",,,,,
UK, £980.28 ,,,,,
USA," £5,123.94 ",,,,,
USA," £6,477.26 ",,,,,
USA," £2,662.08 ",,,,,
USA," £4,683.80 ",,,,,
USA," £2,718.90 ",,,,,
USA," £4,455.36 ",,,,,
USA," £3,140.61 ",,,,,
USA," £2,878.08 ",,,,,
USA," £4,063.20 ",,,,,
USA," £3,455.48 ",,,,,
USA," £4,049.64 ",,,,,
USA," £3,298.00 ",,,,,
USA," £5,067.00 ",,,,,
USA," £2,214.44 ",,,,,
USA," £3,456.80 ",,,,,
USA," £1,144.08 ",,,,,
USA," £2,650.32 ",,,,,
USA," £2,608.34 ",,,,,
USA," £3,003.12 ",,,,,
USA," £2,063.88 ",,,,,
USA," £2,980.32 ",,,,,
USA," £2,133.95 ",,,,,
USA," £1,525.40 ",,,,,
USA," £2,729.50 ",,,,,
USA," £1,692.68 ",,,,,
USA," £3,470.40 ",,,,,
USA," £1,655.42 ",,,,,
USA, £844.62 ,,,,,
USA," £2,834.10 ",,,,,
USA," £3,797.26 ",,,,,
USA," £1,938.87 ",,,,,
USA," £3,002.44 ",,,,,
USA," £2,434.25 ",,,,,
USA," £3,997.40 ",,,,,
USA," £2,724.00 ",,,,,
USA," £1,431.20 ",,,,,
USA," £2,849.73 ",,,,,
USA," £4,727.04 ",,,,,
USA," £3,199.20 ",,,,,
UK," £5,445.44 ",,,,,
UK," £6,102.56 ",,,,,
UK," £3,205.28 ",,,,,
UK," £2,879.80 ",,,,,
UK," £3,649.80 ",,,,,
UK," £1,151.01 ",,,,,
UK," £1,540.00 ",,,,,
UK," £2,062.08 ",,,,,
UK," £2,140.20 ",,,,,
UK," £2,838.00 ",,,,,
UK," £2,546.20 ",,,,,
UK," £2,859.36 ",,,,,
UK," £2,043.36 ",,,,,
UK," £2,335.76 ",,,,,
UK," £1,708.40 ",,,,,
UK," £1,659.84 ",,,,,
UK," £7,770.37 ",,,,,
UK," £4,254.90 ",,,,,
UK," £5,043.00 ",,,,,
UK," £3,970.44 ",,,,,
UK," £1,358.76 ",,,,,
UK," £4,666.16 ",,,,,
UK," £2,079.77 ",,,,,
UK," £2,143.60 ",,,,,
UK," £4,649.28 ",,,,,
UK," £1,313.12 ",,,,,
UK," £5,275.20 ",,,,,
UK," £2,153.58 ",,,,,
UK," £1,696.00 ",,,,,
UK," £2,435.72 ",,,,,
UK," £4,755.40 ",,,,,
UK," £2,378.25 ",,,,,
UK," £2,757.96 ",,,,,
UK," £4,817.03 ",,,,,
UK," £3,131.59 ",,,,,
UK," £2,031.51 ",,,,,
UK," £5,071.50 ",,,,,
UK," £3,023.30 ",,,,,
USA," £6,670.35 ",,,,,
USA," £2,280.96 ",,,,,
USA," £2,951.20 ",,,,,
USA," £2,023.04 ",,,,,
USA," £2,456.80 ",,,,,
USA," £2,680.65 ",,,,,
USA," £3,096.59 ",,,,,
USA," £3,130.00 ",,,,,
USA," £1,319.76 ",,,,,
USA," £2,831.54 ",,,,,
USA," £3,176.25 ",,,,,
USA," £4,333.12 ",,,,,
USA," £3,344.00 ",,,,,
USA," £2,503.82 ",,,,,
USA," £4,609.50 ",,,,,
USA," £2,907.66 ",,,,,
USA," £3,099.86 ",,,,,
USA," £2,373.02 ",,,,,
USA," £3,763.26 ",,,,,
USA," £8,616.96 ",,,,,
USA," £4,396.54 ",,,,,
USA," £2,245.20 ",,,,,
USA," £5,157.94 ",,,,,
USA," £1,331.76 ",,,,,
USA," £2,248.84 ",,,,,
USA," £3,134.88 ",,,,,
USA," £3,789.02 ",,,,,
USA, £834.20 ,,,,,
USA," £6,754.32 ",,,,,
USA," £10,723.60 ",,,,,
USA," £2,441.04 ",,,,,
USA," £5,412.00 ",,,,,
USA, £546.66 ,,,,,
USA," £4,233.24 ",,,,,
USA," £1,777.10 ",,,,,
USA," £2,929.92 ",,,,,
USA," £6,215.28 ",,,,,
USA," £5,820.35 ",,,,,
USA," £1,001.65 ",,,,,
USA," £4,374.39 ",,,,,
France," £3,009.51 ",,,,,
France," £5,960.36 ",,,,,
France," £3,738.24 ",,,,,
France," £4,849.20 ",,,,,
France," £1,157.25 ",,,,,
France," £2,195.76 ",,,,,
France," £2,818.97 ",,,,,
France," £3,392.61 ",,,,,
France," £5,464.69 ",,,,,
France," £3,824.48 ",,,,,
France," £1,401.40 ",,,,,
France," £4,440.40 ",,,,,
France," £2,264.77 ",,,,,
France," £3,006.43 ",,,,,
France," £3,535.92 ",,,,,
USA," £9,571.08 ",,,,,
USA," £3,625.92 ",,,,,
USA," £5,588.66 ",,,,,
USA," £6,224.47 ",,,,,
USA," £2,858.80 ",,,,,
USA," £3,412.53 ",,,,,
USA," £2,613.72 ",,,,,
USA," £4,244.00 ",,,,,
USA," £6,630.34 ",,,,,
USA," £4,136.72 ",,,,,
USA," £4,570.26 ",,,,,
USA," £3,315.86 ",,,,,
USA," £2,339.19 ",,,,,
USA," £2,196.00 ",,,,,
USA," £3,028.82 ",,,,,
USA," £2,417.36 ",,,,,
USA," £3,604.92 ",,,,,
USA," £1,679.92 ",,,,,
USA," £4,021.50 ",,,,,
USA," £3,550.74 ",,,,,
USA," £2,407.24 ",,,,,
USA," £5,423.85 ",,,,,
USA," £2,039.80 ",,,,,
USA," £3,371.63 ",,,,,
USA," £1,015.00 ",,,,,
USA," £2,132.90 ",,,,,
USA," £3,587.85 ",,,,,
France," £7,817.74 ",,,,,
France," £2,697.64 ",,,,,
France," £2,841.30 ",,,,,
France," £4,433.46 ",,,,,
France," £2,150.82 ",,,,,
France," £2,195.15 ",,,,,
France," £2,889.51 ",,,,,
France," £2,844.64 ",,,,,
France," £2,796.00 ",,,,,
France," £3,581.50 ",,,,,
France," £5,146.00 ",,,,,
France," £2,033.47 ",,,,,
France," £3,312.36 ",,,,,
France," £2,847.84 ",,,,,
France," £3,561.69 ",,,,,
France," £1,613.30 ",,,,,
France," £4,369.50 ",,,,,
France," £4,998.00 ",,,,,
France," £1,118.88 ",,,,,
France," £3,398.22 ",,,,,
France," £8,353.00 ",,,,,
France, £643.80 ,,,,,
France," £1,953.63 ",,,,,
France," £1,697.08 ",,,,,
France," £9,974.40 ",,,,,
France," £5,751.39 ",,,,,
France," £1,269.33 ",,,,,
France," £3,971.58 ",,,,,
France," £3,228.42 ",,,,,
France," £3,802.26 ",,,,,
France," £1,943.70 ",,,,,
France," £3,204.48 ",,,,,
USA," £5,873.37 ",,,,,
USA," £1,894.10 ",,,,,
USA," £2,210.38 ",,,,,
USA," £2,542.80 ",,,,,
USA," £5,048.74 ",,,,,
USA," £5,311.24 ",,,,,
USA," £2,735.04 ",,,,,
USA," £3,556.25 ",,,,,
USA," £3,421.44 ",,,,,
USA," £5,420.58 ",,,,,
USA," £3,876.60 ",,,,,
USA," £2,050.50 ",,,,,
USA," £2,052.48 ",,,,,
USA," £2,235.30 ",,,,,
USA," £1,173.64 ",,,,,
USA," £3,171.87 ",,,,,
USA," £2,181.27 ",,,,,
USA," £3,578.12 ",,,,,
USA," £3,376.38 ",,,,,
USA," £5,947.00 ",,,,,
USA," £3,294.06 ",,,,,
USA," £5,500.44 ",,,,,
USA," £2,046.45 ",,,,,
USA," £1,107.54 ",,,,,
USA," £3,445.40 ",,,,,
USA," £5,576.50 ",,,,,
Australia," £2,589.16 ",,,,,
Australia," £2,132.56 ",,,,,
Australia," £3,213.00 ",,,,,
Australia," £2,542.68 ",,,,,
Australia," £5,090.36 ",,,,,
Australia," £3,155.68 ",,,,,
Australia," £2,439.64 ",,,,,
Australia," £1,274.16 ",,,,,
Australia," £2,239.97 ",,,,,
Australia," £2,539.84 ",,,,,
Australia," £2,208.72 ",,,,,
Australia," £1,657.00 ",,,,,
Australia, £836.94 ,,,,,
Australia, £896.00 ,,,,,
Australia, £839.52 ,,,,,
Australia," £1,850.40 ",,,,,
Australia," £3,365.10 ",,,,,
Australia," £6,050.03 ",,,,,
Australia," £4,427.31 ",,,,,
Australia," £1,280.37 ",,,,,
Australia," £1,076.94 ",,,,,
Australia," £2,346.24 ",,,,,
Australia," £1,814.40 ",,,,,
France," £2,285.91 ",,,,,
France," £3,588.80 ",,,,,
France," £2,199.45 ",,,,,
France," £2,852.94 ",,,,,
France," £1,579.48 ",,,,,
France," £5,239.68 ",,,,,
France," £2,430.12 ",,,,,
France," £5,181.94 ",,,,,
USA," £1,101.13 ",,,,,
USA," £3,901.92 ",,,,,
USA," £2,675.20 ",,,,,
USA," £7,200.55 ",,,,,
USA," £4,615.64 ",,,,,
USA," £2,496.69 ",,,,,
USA," £1,779.03 ",,,,,
USA," £4,765.74 ",,,,,
USA," £1,742.51 ",,,,,
USA," £4,361.49 ",,,,,
USA," £3,457.53 ",,,,,
USA," £1,966.96 ",,,,,
USA," £3,684.33 ",,,,,
France," £3,902.39 ",,,,,
France," £6,703.12 ",,,,,
France," £5,476.30 ",,,,,
France," £2,673.88 ",,,,,
France," £4,646.60 ",,,,,
France," £1,773.82 ",,,,,
France," £2,821.68 ",,,,,
France," £1,262.52 ",,,,,
France," £5,621.77 ",,,,,
France," £3,898.50 ",,,,,
France," £1,732.17 ",,,,,
France," £2,833.44 ",,,,,
France," £4,167.00 ",,,,,
France," £2,617.86 ",,,,,
France, £856.80 ,,,,,
USA," £3,054.48 ",,,,,
USA," £5,243.24 ",,,,,
USA," £3,294.72 ",,,,,
USA," £7,400.02 ",,,,,
USA," £5,909.78 ",,,,,
USA, £930.90 ,,,,,
USA," £2,328.92 ",,,,,
USA," £1,212.10 ",,,,,
USA," £2,358.36 ",,,,,
USA," £5,534.26 ",,,,,
USA," £4,380.20 ",,,,,
USA," £6,806.80 ",,,,,
USA," £4,054.20 ",,,,,
USA," £3,397.68 ",,,,,
USA," £4,572.18 ",,,,,
USA," £3,452.80 ",,,,,
USA, £999.00 ,,,,,
USA," £1,377.75 ",,,,,
USA," £2,919.63 ",,,,,
USA," £2,883.53 ",,,,,
USA, £934.92 ,,,,,
USA," £3,200.32 ",,,,,
USA," £1,480.80 ",,,,,
USA," £4,366.50 ",,,,,
USA," £1,455.60 ",,,,,
USA," £5,317.60 ",,,,,
USA," £1,220.40 ",,,,,
USA," £4,153.38 ",,,,,
USA," £3,842.38 ",,,,,
USA," £3,750.18 ",,,,,
USA," £1,123.20 ",,,,,
USA," £1,953.63 ",,,,,
USA," £1,002.82 ",,,,,
USA," £1,811.40 ",,,,,
USA," £4,550.40 ",,,,,
USA," £5,702.66 ",,,,,
USA, £653.52 ,,,,,
USA," £1,666.70 ",,,,,
UK," £2,828.80 ",,,,,
UK," £4,390.08 ",,,,,
UK," £2,339.84 ",,,,,
UK," £4,529.16 ",,,,,
UK," £1,326.38 ",,,,,
UK," £1,256.43 ",,,,,
UK," £2,475.72 ",,,,,
UK," £1,933.44 ",,,,,
UK," £1,195.88 ",,,,,
UK," £3,217.46 ",,,,,
UK," £1,461.00 ",,,,,
UK," £2,631.96 ",,,,,
USA," £3,892.98 ",,,,,
USA," £3,263.66 ",,,,,
USA," £6,195.64 ",,,,,
USA," £4,696.89 ",,,,,
USA," £2,248.49 ",,,,,
USA," £3,513.75 ",,,,,
USA," £5,744.80 ",,,,,
USA," £5,633.89 ",,,,,
USA," £2,832.20 ",,,,,
USA," £5,878.34 ",,,,,
USA," £1,291.92 ",,,,,
USA," £3,046.96 ",,,,,
USA," £4,152.75 ",,,,,
USA," £1,402.65 ",,,,,
USA," £2,488.50 ",,,,,
USA," £2,981.72 ",,,,,
USA," £5,257.89 ",,,,,
USA," £1,018.71 ",,,,,
Australia," £4,936.80 ",,,,,
Australia," £1,132.12 ",,,,,
Australia," £4,347.96 ",,,,,
Australia," £3,720.05 ",,,,,
Australia," £1,491.78 ",,,,,
Australia," £2,678.85 ",,,,,
Australia, £730.18 ,,,,,
Australia," £1,271.49 ",,,,,
Australia," £2,060.80 ",,,,,
Australia," £2,889.00 ",,,,,
Australia," £3,775.45 ",,,,,
Australia," £2,091.18 ",,,,,
Australia, £951.78 ,,,,,
Australia," £1,986.96 ",,,,,
Australia," £4,936.88 ",,,,,
Australia," £1,799.55 ",,,,,
Australia," £3,910.50 ",,,,,
Australia," £1,535.28 ",,,,,
Australia," £1,468.80 ",,,,,
Australia," £1,743.63 ",,,,,
Australia," £2,462.00 ",,,,,
Australia," £3,120.00 ",,,,,
Australia," £6,307.50 ",,,,,
Australia," £2,805.63 ",,,,,
Australia," £3,284.40 ",,,,,
Australia," £3,564.97 ",,,,,
Australia," £2,748.91 ",,,,,
Australia," £4,065.60 ",,,,,
Australia," £3,054.40 ",,,,,
Australia," £2,335.08 ",,,,,
Australia," £3,123.87 ",,,,,
Australia," £2,719.01 ",,,,,
Australia," £2,549.16 ",,,,,
Australia," £1,734.26 ",,,,,
Australia," £2,069.44 ",,,,,
Australia," £2,251.86 ",,,,,
Australia," £2,103.30 ",,,,,
Australia," £2,909.90 ",,,,,
Australia," £2,863.16 ",,,,,
Australia," £1,675.55 ",,,,,
Australia," £3,100.80 ",,,,,
Australia," £5,095.41 ",,,,,
Australia," £3,450.92 ",,,,,
Australia," £3,581.79 ",,,,,
Australia," £1,544.40 ",,,,,
Australia," £5,974.17 ",,,,,
Australia," £4,373.78 ",,,,,
Australia," £3,132.48 ",,,,,
